crop,N,P,K,temperature,humidity,ph,rainfall,soil_type,family
tobacco,40,0,2,23.65,51.65,,,Loamy,Solanaceae
millets,5,31,9,27.69,66.82,,,Sandy,Poaceae
tobacco,4,6,0,29.01,58.63,,,Red,Solanaceae
oil seeds,15,35,1,28.44,61.71,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
millets,35,0,0,23.74,59.52,,,Clayey,Poaceae
tobacco,34,4,1,30.59,51.1,,,Clayey,Solanaceae
barley,33,0,0,24.26,47.47,,,Red,Poaceae
millets,15,35,0,37.07,65.57,,,Red,Poaceae
barley,43,0,2,31.17,47.4,,,Loamy,Poaceae
barley,5,30,3,32.02,49.9,,,Clayey,Poaceae
pulses,10,37,4,40,51.91,,,Clayey,Fabaceae
millets,9,29,9,40,64.82,,,Loamy,Poaceae
millets,7,37,0,34.52,54.84,,,Red,Poaceae
millets,45,0,0,28.3,44.16,,,Sandy,Poaceae
ground nuts,40,0,0,28.56,50.73,,,Black,Fabaceae
tobacco,15,11,9,29.11,41.5,,,Black,Solanaceae
oil seeds,11,31,5,40,79.27,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
wheat,20,17,4,32.51,74.08,,,Black,Poaceae
tobacco,41,0,0,26.61,46.44,,,Clayey,Solanaceae
oil seeds,37,0,0,34.99,61.26,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
pulses,9,9,0,29.07,61.08,,,Clayey,Fabaceae
wheat,8,10,4,31.91,56.92,,,Clayey,Poaceae
pulses,9,33,1,27.05,67.65,,,Clayey,Fabaceae
sugarcane,17,24,0,29.17,56.11,,,Clayey,Poaceae
ground nuts,9,6,2,28.47,43.34,,,Black,Fabaceae
wheat,15,12,20,26.53,54.66,,,Sandy,Poaceae
barley,13,36,4,25.42,59.82,,,Black,Poaceae
ground nuts,12,9,3,24.28,65.84,,,Clayey,Fabaceae
millets,36,0,1,37.55,64.6,,,Loamy,Poaceae
barley,18,41,4,24.94,59.33,,,Loamy,Poaceae
pulses,25,15,0,31.22,71.21,,,Clayey,Fabaceae
pulses,11,17,0,29.92,70.82,,,Red,Fabaceae
oil seeds,14,40,2,29.22,57.62,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,43,0,2,29.23,69.81,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,8,11,1,23.9,45.41,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,11,11,0,21.36,44.67,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
pulses,11,32,9,25.73,50.6,,,Red,Fabaceae
tobacco,5,29,12,24.48,49.05,,,Loamy,Solanaceae
ground nuts,13,9,17,36.65,55.69,,,Black,Fabaceae
tobacco,25,28,0,35.8,52.09,,,Sandy,Solanaceae
barley,23,17,4,30.7,65.78,,,Red,Poaceae
pulses,9,33,12,26.47,52.63,,,Clayey,Fabaceae
tobacco,19,40,2,33.19,51.22,,,Loamy,Solanaceae
pulses,8,14,14,34.34,59.1,,,Black,Fabaceae
barley,13,10,11,31.92,64.08,,,Loamy,Poaceae
oil seeds,9,28,12,32.55,64.38,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,17,38,0,30.08,65.89,,,Loamy,Poaceae
wheat,19,14,2,31.67,50.73,,,Sandy,Poaceae
oil seeds,14,34,2,30.61,57.26,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
wheat,40,2,0,29.32,47.61,,,Loamy,Poaceae
sugarcane,34,2,0,40,77.37,,,Loamy,Poaceae
ground nuts,8,32,0,33.43,54.28,,,Red,Fabaceae
sugarcane,9,31,4,33.69,65.59,,,Clayey,Poaceae
sugarcane,6,10,0,22.93,58.97,,,Black,Poaceae
sugarcane,44,0,4,22.07,43.99,,,Clayey,Poaceae
oil seeds,10,8,0,22.15,48.66,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
wheat,14,33,3,35.01,61.43,,,Black,Poaceae
wheat,8,33,12,27.47,49.35,,,Red,Poaceae
oil seeds,35,0,3,30.34,71.91,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
wheat,10,42,0,26.1,47.87,,,Sandy,Poaceae
wheat,6,18,23,37.5,61.09,,,Black,Poaceae
barley,19,18,1,31.12,67.16,,,Red,Poaceae
oil seeds,13,31,1,38.12,68.6,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,4,25,11,33.08,69.06,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,35,3,0,37.86,56.43,,,Clayey,Solanaceae
tobacco,17,40,4,29.64,66.03,,,Black,Solanaceae
sugarcane,20,20,0,31.39,65.28,,,Clayey,Poaceae
wheat,16,43,1,31.23,47.26,,,Sandy,Poaceae
millets,37,0,0,33.15,56.83,,,Black,Poaceae
sugarcane,10,31,9,36.5,63.95,,,Clayey,Poaceae
barley,13,40,1,31.25,65.16,,,Red,Poaceae
sugarcane,17,14,0,39.17,60.87,,,Sandy,Poaceae
wheat,20,17,0,22.03,55.73,,,Sandy,Poaceae
oil seeds,41,1,3,37.28,59.54,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
pulses,16,9,0,28.69,53,,,Red,Fabaceae
barley,7,17,10,27.38,58.03,,,Red,Poaceae
wheat,8,13,9,32.77,69.64,,,Sandy,Poaceae
sugarcane,7,28,10,36.41,64.96,,,Black,Poaceae
wheat,19,28,1,33.79,66.5,,,Sandy,Poaceae
sugarcane,18,21,4,35.75,72.31,,,Loamy,Poaceae
millets,41,3,0,32.08,58.58,,,Loamy,Poaceae
oil seeds,15,16,12,26.02,63.08,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,37,0,2,29.95,45.82,,,Red,Fabaceae
ground nuts,21,19,0,29.26,50.69,,,Loamy,Fabaceae
barley,5,17,16,28.69,51.59,,,Clayey,Poaceae
ground nuts,13,6,3,24.47,41.96,,,Sandy,Fabaceae
oil seeds,13,9,15,37.73,63.94,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,13,20,13,27.86,60.04,,,Loamy,Fabaceae
barley,39,2,0,29.87,53.12,,,Black,Poaceae
tobacco,27,17,0,33.95,67.07,,,Red,Solanaceae
tobacco,21,19,0,22.85,48.3,,,Sandy,Solanaceae
wheat,5,8,0,28.65,55.95,,,Loamy,Poaceae
sugarcane,7,30,8,40,67.52,,,Clayey,Poaceae
wheat,3,29,12,25.43,65.1,,,Loamy,Poaceae
wheat,9,26,11,39.18,63.25,,,Red,Poaceae
millets,5,31,6,27.65,53.31,,,Clayey,Poaceae
millets,14,39,4,40,66.91,,,Loamy,Poaceae
oil seeds,7,46,0,26.64,56.92,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,42,2,0,33.92,70.15,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
pulses,10,19,13,27.9,64.75,,,Black,Fabaceae
sugarcane,12,15,0,25.22,53.73,,,Sandy,Poaceae
millets,3,15,14,29.14,53.05,,,Black,Poaceae
barley,38,0,3,32.25,57.98,,,Clayey,Poaceae
sugarcane,15,37,0,25.26,57.8,,,Red,Poaceae
oil seeds,21,23,0,30.43,47.52,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,41,0,4,27.7,45.51,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,13,18,0,28.63,54.93,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,10,33,0,33.93,53.66,,,Loamy,Solanaceae
millets,10,31,3,31.52,60.7,,,Loamy,Poaceae
barley,13,40,0,30.09,63.88,,,Red,Poaceae
barley,41,4,0,30.66,73.88,,,Loamy,Poaceae
pulses,42,0,0,30.75,60.98,,,Clayey,Fabaceae
wheat,3,14,19,29.26,43.57,,,Sandy,Poaceae
barley,16,41,0,37.04,64.29,,,Red,Poaceae
millets,12,44,0,30.89,51.81,,,Sandy,Poaceae
wheat,14,41,0,32.42,64.25,,,Loamy,Poaceae
pulses,13,37,4,24.57,56.6,,,Clayey,Fabaceae
oil seeds,2,32,10,34.8,58.49,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,7,37,0,25.54,65.98,,,Black,Poaceae
sugarcane,11,42,0,33.34,55.85,,,Red,Poaceae
wheat,40,4,0,29.55,56.78,,,Clayey,Poaceae
tobacco,21,16,3,27.34,51.79,,,Black,Solanaceae
tobacco,17,34,0,27.57,60.98,,,Red,Solanaceae
pulses,16,16,2,35.14,67.73,,,Red,Fabaceae
oil seeds,26,20,0,33.45,62.3,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
millets,38,1,0,34.73,60.41,,,Clayey,Poaceae
tobacco,4,15,0,34.28,68.72,,,Black,Solanaceae
millets,39,0,0,38.61,75.37,,,Clayey,Poaceae
sugarcane,2,32,9,32.47,65.43,,,Red,Poaceae
pulses,42,0,0,31.28,72.17,,,Loamy,Fabaceae
sugarcane,3,21,20,36.14,63.2,,,Sandy,Poaceae
barley,21,23,0,27.09,52.83,,,Clayey,Poaceae
millets,18,28,0,29.46,59.83,,,Clayey,Poaceae
millets,26,21,3,35.02,64.12,,,Sandy,Poaceae
oil seeds,13,24,6,33.34,59.29,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,13,15,15,33.5,58.47,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,24,23,3,32.43,70.44,,,Sandy,Solanaceae
oil seeds,36,0,4,30.83,69.5,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
barley,36,0,3,29.84,46.49,,,Sandy,Poaceae
millets,25,22,4,30.41,53.73,,,Clayey,Poaceae
oil seeds,31,1,0,29.82,58.39,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
wheat,13,11,0,29.69,68.57,,,Loamy,Poaceae
oil seeds,11,34,0,31.03,67.49,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
pulses,17,25,0,30.98,62.94,,,Loamy,Fabaceae
tobacco,40,0,3,23.66,48.21,,,Black,Solanaceae
oil seeds,22,17,1,25.86,56.56,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,16,41,0,35.64,78.63,,,Loamy,Fabaceae
millets,21,18,0,34.27,53.73,,,Red,Poaceae
sugarcane,15,37,0,36.59,60.09,,,Loamy,Poaceae
oil seeds,9,36,4,21.74,43.12,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,6,9,14,26.44,66.54,,,Black,Solanaceae
tobacco,12,40,0,36,66.76,,,Red,Solanaceae
wheat,20,19,0,26.74,52.72,,,Red,Poaceae
ground nuts,9,37,0,37.23,75.19,,,Sandy,Fabaceae
tobacco,5,30,6,28.35,64.21,,,Sandy,Solanaceae
tobacco,10,13,0,33.42,58.66,,,Clayey,Solanaceae
tobacco,33,0,0,27.02,45.11,,,Black,Solanaceae
barley,7,3,0,24.06,61.27,,,Clayey,Poaceae
barley,8,28,5,23.77,56.55,,,Clayey,Poaceae
pulses,9,26,13,36.02,60.38,,,Loamy,Fabaceae
oil seeds,19,23,0,34.17,61.19,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
wheat,26,16,2,27.44,57.01,,,Black,Poaceae
oil seeds,13,18,11,26.64,53.53,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
barley,13,17,0,32.09,75.71,,,Sandy,Poaceae
pulses,39,0,1,25.79,48.09,,,Sandy,Fabaceae
barley,24,15,4,24.8,52.55,,,Clayey,Poaceae
pulses,14,36,4,33.69,70.29,,,Clayey,Fabaceae
pulses,11,40,3,37.46,66.33,,,Sandy,Fabaceae
sugarcane,11,39,0,30.49,62.68,,,Red,Poaceae
pulses,6,34,0,30.32,74.54,,,Loamy,Fabaceae
barley,12,36,0,30.09,50.47,,,Sandy,Poaceae
tobacco,7,14,14,32.55,61.3,,,Clayey,Solanaceae
pulses,16,36,0,28.93,67.15,,,Loamy,Fabaceae
millets,13,33,0,27.16,59.89,,,Black,Poaceae
oil seeds,6,14,8,26.07,69.48,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
millets,17,25,0,32.35,60.72,,,Red,Poaceae
sugarcane,10,32,5,34.2,76.61,,,Sandy,Poaceae
barley,37,0,2,34.55,55.64,,,Sandy,Poaceae
sugarcane,25,22,0,20.22,58.88,,,Sandy,Poaceae
millets,10,21,14,27.24,51.2,,,Sandy,Poaceae
wheat,34,0,0,34.9,57.7,,,Red,Poaceae
millets,7,10,0,31.77,61.86,,,Loamy,Poaceae
ground nuts,21,26,0,27.38,63.54,,,Loamy,Fabaceae
sugarcane,34,0,0,30.85,61.14,,,Red,Poaceae
oil seeds,41,3,0,30.87,48.15,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
barley,15,14,19,30.34,65.67,,,Sandy,Poaceae
ground nuts,7,25,10,39.88,61.95,,,Black,Fabaceae
oil seeds,7,17,18,25.91,49.54,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,16,40,2,30.48,65.53,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,35,0,0,36.97,55.81,,,Clayey,Fabaceae
wheat,38,4,0,36.09,59.96,,,Red,Poaceae
oil seeds,26,19,0,29.1,73.96,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,8,21,18,31.11,59.97,,,Red,Solanaceae
ground nuts,9,15,17,22.24,53.86,,,Red,Fabaceae
tobacco,20,23,0,27.82,55.13,,,Sandy,Solanaceae
tobacco,27,17,0,25.31,51.79,,,Clayey,Solanaceae
sugarcane,39,1,0,31.03,60.24,,,Sandy,Poaceae
millets,11,10,0,34.83,50.31,,,Sandy,Poaceae
ground nuts,16,13,18,24.45,67.55,,,Red,Fabaceae
oil seeds,11,37,0,37.69,72,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
barley,11,9,10,26.75,59.07,,,Clayey,Poaceae
sugarcane,13,40,2,22.76,48.63,,,Clayey,Poaceae
millets,14,19,8,24.26,46.73,,,Clayey,Poaceae
tobacco,12,32,7,31.35,50.33,,,Loamy,Solanaceae
oil seeds,42,0,4,35.75,63.33,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
millets,22,16,0,24.06,50.18,,,Sandy,Poaceae
wheat,19,27,0,35.64,52.08,,,Black,Poaceae
ground nuts,27,23,1,30.3,48.94,,,Black,Fabaceae
tobacco,21,20,0,30.14,73.6,,,Red,Solanaceae
wheat,11,44,0,31.5,63.37,,,Clayey,Poaceae
millets,5,28,11,31.37,66,,,Black,Poaceae
sugarcane,38,0,0,24.09,56.99,,,Red,Poaceae
ground nuts,21,15,1,32.22,54.1,,,Red,Fabaceae
barley,9,38,0,25.75,50.81,,,Clayey,Poaceae
oil seeds,43,0,0,29.84,52.93,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,26,27,0,35.52,53.01,,,Clayey,Poaceae
sugarcane,10,31,14,24.01,50.76,,,Clayey,Poaceae
oil seeds,12,35,0,28.52,53.93,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
barley,6,35,11,27.56,69.63,,,Black,Poaceae
tobacco,13,19,7,34.13,60.59,,,Red,Solanaceae
oil seeds,11,28,12,35.28,59.92,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,35,0,3,39.55,79.33,,,Red,Solanaceae
sugarcane,21,22,0,27.27,70.2,,,Black,Poaceae
pulses,11,18,0,40,60.57,,,Black,Fabaceae
tobacco,13,39,4,35,71.76,,,Clayey,Solanaceae
millets,41,0,4,32.67,72.64,,,Clayey,Poaceae
millets,37,3,0,27.2,53.22,,,Black,Poaceae
oil seeds,11,16,14,31.64,57.41,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
millets,6,33,12,34.53,50.56,,,Red,Poaceae
oil seeds,37,0,4,32.26,46.78,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
millets,9,36,0,33.72,54.76,,,Loamy,Poaceae
barley,12,40,0,29.36,57.52,,,Clayey,Poaceae
millets,9,10,15,31.55,55.2,,,Clayey,Poaceae
oil seeds,9,35,3,30.44,50.27,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,19,17,0,26.71,61.14,,,Sandy,Fabaceae
tobacco,17,14,2,30.18,58.08,,,Red,Solanaceae
ground nuts,8,39,3,30.96,71.75,,,Black,Fabaceae
wheat,9,11,18,27.86,65.21,,,Sandy,Poaceae
wheat,40,1,3,23.48,62.95,,,Red,Poaceae
wheat,43,4,0,34.01,66.76,,,Sandy,Poaceae
wheat,41,1,2,28.1,63.12,,,Clayey,Poaceae
pulses,11,6,3,36.4,64.47,,,Black,Fabaceae
wheat,8,9,3,26.54,60.09,,,Clayey,Poaceae
barley,0,30,12,34.58,71.62,,,Black,Poaceae
sugarcane,14,34,0,31.48,62.41,,,Sandy,Poaceae
barley,10,18,22,34.25,73.85,,,Black,Poaceae
oil seeds,22,21,1,25.08,62.43,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
pulses,38,0,2,28.44,55.65,,,Sandy,Fabaceae
millets,7,37,3,32.12,77.32,,,Black,Poaceae
barley,1,29,6,34.41,61.06,,,Clayey,Poaceae
ground nuts,12,42,0,27.87,55.62,,,Loamy,Fabaceae
tobacco,3,17,12,27.56,65.73,,,Sandy,Solanaceae
sugarcane,17,32,0,24.06,59.62,,,Red,Poaceae
millets,5,12,15,26.86,65.22,,,Red,Poaceae
tobacco,17,20,0,33.41,52.42,,,Red,Solanaceae
ground nuts,10,38,0,30.76,52.1,,,Clayey,Fabaceae
ground nuts,9,31,0,32.57,60.04,,,Black,Fabaceae
ground nuts,15,16,21,33.14,49.74,,,Red,Fabaceae
oil seeds,19,24,0,36.86,63.61,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,19,20,0,31.44,53.24,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
millets,39,4,4,24.61,49.42,,,Black,Poaceae
oil seeds,6,25,11,31.73,64.39,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,34,4,3,27.73,55.39,,,Black,Solanaceae
wheat,27,21,0,29.91,67.67,,,Sandy,Poaceae
millets,44,2,0,28.48,69.72,,,Clayey,Poaceae
wheat,4,28,7,26.37,52.84,,,Clayey,Poaceae
ground nuts,27,15,1,27.28,49.29,,,Loamy,Fabaceae
oil seeds,22,21,2,35.52,58.55,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,12,12,0,22.21,52.71,,,Clayey,Poaceae
tobacco,5,11,0,32.06,70.94,,,Black,Solanaceae
sugarcane,15,39,0,39.45,61.53,,,Loamy,Poaceae
barley,6,21,18,28.44,52.58,,,Black,Poaceae
barley,18,21,0,24.39,61.39,,,Sandy,Poaceae
wheat,35,0,0,27.7,55.99,,,Clayey,Poaceae
oil seeds,17,23,0,24.56,58.5,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
wheat,18,18,0,32.07,67.78,,,Clayey,Poaceae
sugarcane,10,26,8,31.04,52.32,,,Loamy,Poaceae
oil seeds,38,0,4,29.17,47.64,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,24,27,3,22.49,53.29,,,Loamy,Fabaceae
ground nuts,7,16,9,30.17,51.2,,,Black,Fabaceae
sugarcane,10,44,0,29.86,52.39,,,Loamy,Poaceae
sugarcane,0,19,21,26.36,64.53,,,Black,Poaceae
pulses,9,18,13,29.94,57.63,,,Loamy,Fabaceae
tobacco,9,14,11,24.42,60.92,,,Sandy,Solanaceae
ground nuts,7,39,2,35.93,62.74,,,Sandy,Fabaceae
barley,8,39,0,25.86,69.87,,,Clayey,Poaceae
pulses,19,21,3,32.74,52.59,,,Sandy,Fabaceae
ground nuts,10,32,10,27.17,60.75,,,Red,Fabaceae
oil seeds,44,0,0,40,74.58,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
barley,18,33,2,26.12,62.49,,,Sandy,Poaceae
oil seeds,24,19,0,32.73,57.84,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
millets,14,40,0,29.99,62.67,,,Sandy,Poaceae
barley,9,32,0,33.3,67.48,,,Loamy,Poaceae
oil seeds,10,40,3,33.13,57.08,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
pulses,15,36,0,35.11,62.94,,,Sandy,Fabaceae
sugarcane,9,7,0,30.55,51.34,,,Black,Poaceae
barley,18,15,1,28.16,58.55,,,Clayey,Poaceae
tobacco,4,29,4,40,64.09,,,Sandy,Solanaceae
ground nuts,12,5,4,29.35,62.25,,,Loamy,Fabaceae
oil seeds,9,16,15,26.48,62.9,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,11,9,1,27.66,47.56,,,Black,Fabaceae
wheat,21,18,0,35.72,68.72,,,Red,Poaceae
wheat,36,3,0,28.79,48.06,,,Loamy,Poaceae
sugarcane,43,1,3,34.17,58.77,,,Sandy,Poaceae
ground nuts,23,15,4,26.8,44.21,,,Sandy,Fabaceae
wheat,33,1,0,28.95,59.12,,,Black,Poaceae
wheat,38,0,1,32.83,68.78,,,Sandy,Poaceae
tobacco,28,22,4,30.33,62.51,,,Sandy,Solanaceae
wheat,35,3,0,31.17,55.69,,,Loamy,Poaceae
wheat,7,9,4,28.09,62.05,,,Red,Poaceae
ground nuts,14,18,4,32.56,65.99,,,Loamy,Fabaceae
oil seeds,17,23,0,35.65,66.09,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
barley,19,25,1,29.94,55.21,,,Red,Poaceae
tobacco,8,17,10,26.09,61.38,,,Black,Solanaceae
millets,38,3,0,31.74,68.91,,,Clayey,Poaceae
ground nuts,9,36,2,32.22,67.1,,,Red,Fabaceae
pulses,16,39,0,26.13,55.16,,,Black,Fabaceae
wheat,12,43,2,37.33,62.07,,,Sandy,Poaceae
pulses,36,0,0,28.23,54.78,,,Sandy,Fabaceae
pulses,11,35,0,30.54,45.68,,,Loamy,Fabaceae
wheat,20,17,0,25.75,61.91,,,Clayey,Poaceae
barley,25,18,0,29.99,60.85,,,Loamy,Poaceae
millets,10,38,0,40,68.84,,,Red,Poaceae
oil seeds,15,7,1,31.08,51.34,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
pulses,33,0,0,28.77,51.58,,,Clayey,Fabaceae
sugarcane,8,25,8,40,64.69,,,Loamy,Poaceae
tobacco,11,37,0,27.43,51.19,,,Sandy,Solanaceae
wheat,38,0,0,32.79,45.26,,,Loamy,Poaceae
tobacco,9,11,1,38.25,61.62,,,Loamy,Solanaceae
tobacco,7,15,11,25.03,59.25,,,Red,Solanaceae
sugarcane,36,3,0,22.52,59.32,,,Black,Poaceae
pulses,12,34,4,26.09,50.71,,,Black,Fabaceae
sugarcane,38,0,0,28.93,60.61,,,Sandy,Poaceae
barley,17,11,4,29.51,57.86,,,Black,Poaceae
sugarcane,5,10,3,30.99,47.42,,,Clayey,Poaceae
barley,3,17,17,31.83,67.7,,,Red,Poaceae
pulses,14,36,0,31.94,61.1,,,Loamy,Fabaceae
sugarcane,20,25,1,26.53,58.97,,,Black,Poaceae
ground nuts,32,1,3,28.16,49.51,,,Sandy,Fabaceae
sugarcane,12,37,0,38.8,63.61,,,Black,Poaceae
sugarcane,18,44,2,35,65.39,,,Loamy,Poaceae
pulses,13,10,10,31.91,54.59,,,Loamy,Fabaceae
tobacco,9,13,0,26.68,54.5,,,Loamy,Solanaceae
oil seeds,27,15,3,29.19,60.94,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,12,11,2,22.27,59.9,,,Clayey,Fabaceae
wheat,18,10,11,33.13,70.61,,,Loamy,Poaceae
ground nuts,35,4,0,28.6,56.17,,,Clayey,Fabaceae
pulses,23,24,0,34.35,60.57,,,Sandy,Fabaceae
pulses,46,3,0,23.82,53.92,,,Clayey,Fabaceae
oil seeds,22,20,3,27.76,52.38,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,35,1,0,24.1,45.69,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,6,12,12,30.87,65.28,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
millets,31,0,0,33.69,71.85,,,Sandy,Poaceae
millets,17,37,2,33.65,65.32,,,Clayey,Poaceae
ground nuts,14,13,0,30.33,44.11,,,Black,Fabaceae
wheat,21,26,4,29.74,63.49,,,Sandy,Poaceae
pulses,15,37,0,26.3,54.13,,,Sandy,Fabaceae
sugarcane,8,9,0,24.96,44.47,,,Sandy,Poaceae
oil seeds,14,14,0,33.5,56.07,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,14,16,0,30.24,61.77,,,Loamy,Solanaceae
pulses,5,31,9,37.62,69.05,,,Red,Fabaceae
millets,35,1,4,30.35,60.18,,,Sandy,Poaceae
sugarcane,12,41,3,29.28,71.07,,,Black,Poaceae
barley,5,26,10,31,57.54,,,Red,Poaceae
ground nuts,14,8,18,33.3,68.18,,,Clayey,Fabaceae
oil seeds,13,43,1,22.85,55.1,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
barley,10,9,0,33.98,62.99,,,Sandy,Poaceae
millets,14,10,0,28.82,62.48,,,Black,Poaceae
tobacco,19,39,3,34.18,67.07,,,Loamy,Solanaceae
barley,38,0,4,40,67.75,,,Loamy,Poaceae
millets,19,6,14,24.84,53.53,,,Sandy,Poaceae
tobacco,20,23,0,30.24,58.88,,,Loamy,Solanaceae
wheat,20,19,1,25.81,58.56,,,Black,Poaceae
millets,40,1,0,28.67,57.67,,,Clayey,Poaceae
oil seeds,35,0,0,30.8,55.01,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
wheat,4,30,12,33.11,67.57,,,Loamy,Poaceae
pulses,7,29,6,31.43,63.1,,,Black,Fabaceae
millets,5,31,14,29.73,59.06,,,Sandy,Poaceae
ground nuts,8,15,10,21.23,46.1,,,Black,Fabaceae
millets,10,39,0,28.01,50.89,,,Loamy,Poaceae
pulses,37,3,1,32.72,58.96,,,Black,Fabaceae
oil seeds,37,1,0,31.16,48.63,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,28,17,0,29.76,64.65,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
wheat,26,16,0,28.89,46.84,,,Loamy,Poaceae
wheat,18,43,4,33.59,51.12,,,Black,Poaceae
wheat,10,11,10,26.21,66.15,,,Red,Poaceae
oil seeds,36,0,0,39.86,71.81,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,21,20,4,26.38,63.29,,,Clayey,Fabaceae
pulses,5,26,13,27.38,60.32,,,Sandy,Fabaceae
sugarcane,20,25,1,23.59,52.26,,,Sandy,Poaceae
ground nuts,18,11,1,28.82,61.5,,,Clayey,Fabaceae
ground nuts,10,24,9,30.93,67.78,,,Black,Fabaceae
oil seeds,16,13,0,34.27,65.79,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
millets,12,42,3,32.89,53.28,,,Black,Poaceae
ground nuts,18,23,0,31.36,66.66,,,Clayey,Fabaceae
ground nuts,13,35,0,25.37,51.4,,,Red,Fabaceae
ground nuts,3,27,7,31.52,67.58,,,Sandy,Fabaceae
ground nuts,39,0,0,26.01,41.55,,,Black,Fabaceae
sugarcane,22,18,1,32.51,62.88,,,Loamy,Poaceae
oil seeds,2,21,11,27.22,49.1,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
barley,14,13,0,21.59,54.14,,,Loamy,Poaceae
oil seeds,21,25,1,30.75,52.41,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,40,4,3,27.98,51.57,,,Sandy,Poaceae
wheat,19,18,2,33.96,52.94,,,Sandy,Poaceae
wheat,24,13,0,27.85,52.65,,,Clayey,Poaceae
wheat,16,41,0,26.51,63.74,,,Clayey,Poaceae
